count robl hse
6 0.14277488593278068 90716
6 0.8989898989898989 10509
6 0.4420067583111061 41443
5 0.4817647567193847 35114
5 0.16729652461359779 107452
5 1.1217532467532467 4402
5 0.6670942061034941 25781
5 0.4162998198495801 42668
5 0.3718951554317408 61637
5 0.11859622888543911 117256
5 0.5289686703925065 38808
5 0.3674374406081723 79397
5 0.11404496895035292 144550
5 0.45154444844941055 47158
5 0.2631449631449631 82978
5 0.8951515151515151 3651
4 0.0 134297
4 0.39697712418300657 74148
4 0.09162866276519928 108875
4 0.8870967741935484 23159
4 0.07957251082251082 134726
4 0.5059523809523809 47450
4 1.4008928571428572 2604
4 0.16590533122791187 118124
4 0.4948893698893699 58109
4 0.23273809523809524 110839
4 1.5 5015
4 1.1916666666666667 2399
4 0.27136017082234604 120255
4 0.7912698412698413 14099
4 0.44241748589574675 58787
4 0.32648809523809524 114761
4 0.9303490627020039 4767
4 0.43029448621553884 53370
4 0.031464646464646466 149613
4 0.38482152452740687 68285
4 2.5 596
4 0.13192630563173857 111434
3 0.1409244558650331 155524
3 0.5764411027568922 37584
3 0.1142156862745098 136748
3 0.22404540763673889 159258
3 0.615320910973085 30783
3 0.6077441077441078 36100
3 0.42320944790762516 70344
3 0.5553929765886287 42932
3 0.08103749053684868 202008
3 0.9126984126984127 39281
3 0.19652213188798554 136929
3 0.0 172990
3 0.0 157383
3 0.2020822665983956 123651
3 0.2841864018334606 109868
3 0.4119537496553625 64229
3 0.018037518037518036 139244
3 0.7324827219564062 13704
3 0.1611111111111111 167473
3 1.0 11452
3 0.10401940401940402 174490
3 0.21266427718040623 113587
3 0.01075268817204301 168499
2 0.2763888888888889 154114
2 0.06696428571428571 106391
2 0.21525096525096526 167606
2 0.0 181935
2 0.084375 156141
2 2.0 661
2 0.8571428571428571 38707
2 1.0 36745
2 0.5064102564102564 75083
2 0.13406593406593406 191118
2 0.04034690799396681 115965
2 0.7445887445887446 24940
2 0.8020833333333333 32711
2 0.2770034843205575 148205
2 0.4162404092071611 100555
2 0.0 191848
2 0.3205128205128205 132558
2 0.1380952380952381 186649
2 0.13031358885017422 130125
2 0.5941176470588235 51539
2 0.4660633484162896 66778
2 0.16728797763280523 125535
1 0.2619047619047619 102306
1 0.23076923076923078 189841
1 0.23809523809523808 204883
